0.000190512,-nan
0.000190512,-nan
0.000190512,-nan
0.000190524,-nan
0.000224592,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.000190524,-nan
0.00022298,-nan
0.167838,-nan
0.010527,-nan
0.000138861,-nan
7.08108e-05,-nan
7.08108e-05,-nan
